user_id,first_name,last_name,email,phone,postal_code,registration_date,country,loyalty_tier,lifetime_value
USR-000254,Amber,Robertson,melissafischer@example.net,200.946.0356,05501,2023-07-10,UK,bronze,15.45
USR-000255,Annette,Sweeney,thomashanson@example.org,947-290-5830x4702,21447,2025-11-05,CA,bronze,62.88
USR-000256,Ronald,Richardson,adamraymond@example.org,601-498-5754x73880,64033,2023-02-20,CA,bronze,57.29
USR-000257,Patrick,Dixon,kristen72@example.com,732-405-2851x55013,33648,2023-12-11,FR,platinum,72.8
USR-000258,Christopher,Kim,xchambers@example.com,2517391841,98629,2022-01-24,FR,silver,25.8
USR-000259,Keith,Martinez,vasquezcrystal@example.org,451-856-9933x276,74131,2024-06-17,CA,silver,234.78
USR-000260,Samantha,Baker,williamhood@example.org,2927523906,54604,2022-08-06,CA,gold,100.5
USR-000261,Lisa,Gonzales,kevinhess@example.org,373.594.9125,56895,2023-07-20,FR,bronze,92.79
USR-000262,Justin,Lopez,jared65@example.net,001-231-745-9456x815,14769,2026-03-08,US,gold,122.91
USR-000263,Patrick,Hall,fergusonchristina@example.net,563.330.2304x2333,87193,2024-06-14,US,platinum,53.61
USR-000264,Adam,Thomas,bishopjennifer@example.org,904.200.4386x6684,65990,2024-11-11,FR,silver,143.64
USR-000265,Paul,Rojas,uedwards@example.net,+1-266-436-8053x738,26878,2022-07-20,FR,platinum,38.46
USR-000266,Melissa,Elliott,davislaura@example.net,+1-824-477-0751,14173,2021-08-13,FR,bronze,20.73
USR-000267,William,Garrett,zfranco@example.com,328.416.8960x06688,64247,2024-07-17,FR,gold,145.42
USR-000268,Larry,Glenn,george46@example.com,906.281.7922x41997,28936,2022-03-21,FR,gold,145.96
USR-000269,Angela,Schmidt,angelica09@example.net,(644)887-8904x833,42223,2024-04-19,UK,silver,165.62
USR-000270,Samantha,Ellis,paulwhite@example.org,980-666-6405,29673,2024-10-20,UK,platinum,101.77
USR-000271,Amanda,Hardy,wilkinsonjason@example.net,(953)271-2688,38162,2026-07-27,DE,silver,12.03
USR-000272,Christopher,Buchanan,tommy13@example.net,001-673-614-2175x6247,32777,2022-08-01,DE,platinum,13.57
USR-000273,Daniel,Cherry,shannonbowen@example.org,(697)866-2084x078,33670,2026-02-01,CA,gold,37.19
USR-000274,Kathryn,Rivera,yphillips@example.org,799-778-5652,87531,2025-11-15,UK,gold,11.42
USR-000275,Edward,Cook,lmorales@example.net,(699)207-2267,57314,2024-12-07,CA,silver,8.97
USR-000276,Corey,Hays,damon82@example.com,001-838-468-8339x238,20834,2023-05-24,DE,silver,45.51
USR-000277,Nicole,Henderson,alopez@example.com,203-656-5748,26816,2024-01-21,CA,gold,287.57
USR-000278,Sara,Mccarthy,robertcastillo@example.net,(806)300-1266x460,37822,2024-08-17,US,silver,99.44
USR-000279,Barry,Meadows,smithcarla@example.com,(659)854-5430x0178,17578,2024-11-15,UK,bronze,25.3
USR-000280,Misty,Acosta,lindasmith@example.net,822-858-9873x07321,49458,2025-09-15,FR,bronze,168.57
USR-000281,Rachel,Hudson,williamsseth@example.net,+1-461-717-1340,04895,2026-05-10,DE,platinum,10.36
USR-000282,Richard,Thompson,ymcknight@example.com,249.746.5265,25727,2023-01-09,US,silver,67.95
USR-000283,Pamela,Powers,christopher60@example.org,459.253.8875x59875,34622,2025-03-22,CA,bronze,51.98
USR-000284,Emily,Keith,suzannebrandt@example.net,(430)916-4303,60529,2025-02-15,US,bronze,130.3
USR-000285,Kenneth,Hampton,jeremyrobbins@example.org,001-645-978-6740,60062,2022-04-01,US,bronze,63.65
USR-000286,Daisy,Duran,robin72@example.net,634.619.0671x00997,23273,2024-09-02,CA,silver,24.44
USR-000287,Frederick,Hudson,grayjordan@example.org,(282)465-8597,37749,2024-03-07,DE,bronze,11.44
USR-000288,Charles,Peterson,terrence99@example.org,(584)634-5651x234,36576,2021-11-18,DE,bronze,91.7
USR-000289,Misty,Holt,perrydenise@example.org,001-239-959-4357x8459,27930,2026-08-03,US,silver,45.84
USR-000290,Jessica,Martinez,charlesgarcia@example.org,(664)921-8154,73065,2024-02-17,UK,platinum,37.33
USR-000291,Jeff,Marshall,dwilliams@example.com,5704950626,58668,2023-08-17,DE,bronze,50.85
USR-000292,Sarah,Reeves,davidcook@example.org,5799804707,79703,2026-03-24,CA,platinum,17.14
USR-000293,Victor,Alvarado,isabellapearson@example.net,001-796-636-9184,35589,2022-02-20,UK,bronze,17.98
USR-000294,Erika,Willis,tinarocha@example.com,001-392-782-6290x165,79573,2025-03-21,DE,silver,24.43
USR-000295,Lee,Olson,sean87@example.org,(953)733-1793x134,50691,2026-01-01,DE,platinum,305.45
USR-000296,Christina,Henderson,villarrealnoah@example.net,8216000278,87390,2024-08-27,US,silver,89.98
USR-000297,Anna,Barron,abrown@example.com,225-738-0631,28781,2026-01-14,FR,gold,37.74
USR-000298,Mary,Reyes,georgehawkins@example.net,001-927-746-2268,25985,2022-01-17,DE,gold,27.11
USR-000299,Julie,Bailey,katherine38@example.com,(607)657-9314,86240,2024-08-24,US,platinum,5.31
USR-000300,Lisa,Lloyd,ukeller@example.net,001-462-943-8409,59058,2026-04-23,UK,bronze,121.31
USR-000301,Charles,Kelly,elizabethgutierrez@example.com,3702518251,25600,2022-01-18,CA,platinum,35.09
USR-000302,Amanda,Chavez,woodsbeth@example.com,756-261-9667x601,94398,2022-12-14,FR,gold,51.3
USR-000303,Joseph,Smith,smithjacob@example.net,(457)964-7566x573,63375,2026-06-22,US,platinum,109.9
USR-000304,Christopher,Brown,hamiltonmark@example.org,001-323-830-9462x14706,44333,2022-09-14,UK,gold,135.03
USR-000305,Mary,Ford,morriskimberly@example.com,(589)207-8162,75933,2025-08-14,UK,bronze,56.38
USR-000306,Nicholas,Bell,mendozamichele@example.org,(361)369-0367x05904,60810,2024-11-20,US,platinum,83.48
USR-000307,Audrey,Bond,bramos@example.net,819.294.6709,72525,2023-11-28,CA,gold,75.02
USR-000308,Christina,Wilcox,edwardroy@example.net,408.678.8477,28916,2023-11-17,CA,gold,64.59
USR-000309,Christy,Andersen,bmedina@example.org,948.723.0097x154,77887,2026-07-18,UK,gold,14.97
USR-000310,Allen,Burnett,melissapham@example.org,(472)411-5678x1408,39006,2025-05-13,CA,gold,18.36
USR-000311,Richard,Hurley,davidsonshannon@example.com,509-342-3159x63781,86177,2025-10-01,CA,platinum,66.91
USR-000312,Bryan,Rodriguez,fletcherpatrick@example.net,6046790464,08363,2025-06-14,US,silver,40.12
USR-000313,Faith,Payne,corey39@example.com,(278)291-1926,82241,2024-02-08,FR,gold,100.44
USR-000314,Victoria,Bernard,davidsonmargaret@example.net,944-916-6611,90263,2022-05-12,CA,platinum,60.08
USR-000315,Chelsea,Martin,ortizmichelle@example.org,+1-605-985-8240,64008,2025-02-28,DE,silver,23.95
USR-000316,Bridget,Park,athompson@example.org,903.715.1861,77765,2024-05-24,UK,bronze,54.71
USR-000317,Ryan,Mejia,cheryl76@example.com,+1-219-349-5832x5199,01814,2022-04-13,UK,platinum,90.94
USR-000318,Michelle,Powell,josedean@example.org,(477)870-8594,66843,2022-06-18,US,platinum,86.15
USR-000319,Christina,Paul,joseph44@example.net,(913)880-1155,79409,2022-12-26,FR,bronze,125.15
USR-000320,Cory,Sheppard,clarkamy@example.com,(332)937-5083x973,42393,2026-02-02,US,gold,72.2
USR-000321,Lisa,Hernandez,dylanyoung@example.net,(813)495-7965,72814,2021-08-19,DE,platinum,91.66
USR-000322,James,Walker,smithjenna@example.net,858-404-8294x07828,48383,2025-04-11,DE,gold,28.86
USR-000323,Adrienne,Goodman,michellecurry@example.org,001-462-458-7360x80558,55297,2022-04-27,DE,platinum,36.87
USR-000324,James,Mann,stantonvictoria@example.com,6113532703,37934,2026-04-16,DE,platinum,105.72
USR-000325,Scott,Buckley,irosales@example.net,001-263-771-3799x870,33029,2024-02-18,US,gold,440.0
USR-000326,Amber,Aguilar,yatesjanet@example.net,001-439-765-7537x64451,50760,2022-05-17,US,gold,375.36
USR-000327,Gary,Smith,kristeningram@example.com,+1-242-899-6138x07186,75251,2024-07-25,FR,bronze,48.18
USR-000328,Denise,Jacobs,matthew06@example.net,438.929.2162x98604,66934,2023-06-20,FR,bronze,23.46
USR-000329,Tyler,Lindsey,sanchezdebra@example.net,8566956250,10110,2022-04-21,FR,platinum,23.25
USR-000330,Luis,Payne,byrdsherry@example.net,001-886-208-1107x14923,32546,2025-07-02,DE,bronze,42.08
USR-000331,Robert,Johnson,tina84@example.com,001-543-372-1326x77638,94231,2024-07-16,CA,platinum,29.21
USR-000332,Gabriella,Gordon,jesse43@example.org,001-297-397-5684x21818,69393,2025-11-04,FR,silver,26.09
USR-000333,Thomas,Ford,reevesheather@example.org,212-565-9746,08006,2022-04-04,DE,silver,15.82
USR-000334,Jason,Anderson,crose@example.org,423-227-5888x1185,54831,2022-09-11,US,silver,29.99
USR-000335,Melody,Wilson,david72@example.com,289-210-9531,09603,2023-11-25,DE,platinum,322.26
USR-000336,Donna,White,caleb62@example.org,380.613.7020,01141,2021-12-22,US,bronze,117.21
USR-000337,Ruth,Ramirez,tmiller@example.org,(207)872-7204x5098,96946,2025-10-25,FR,platinum,32.13
USR-000338,Jamie,Jennings,jeremy35@example.org,662-862-5104,16166,2024-01-11,UK,bronze,27.1
USR-000339,Austin,Kline,patrickstacey@example.org,432.609.6730,00516,2023-12-28,FR,platinum,13.13
USR-000340,Clarence,Kirby,ashley66@example.com,939.603.6385,26795,2022-09-16,CA,platinum,221.41
USR-000341,Craig,Flores,parkanthony@example.net,316-626-7501x4683,51793,2023-06-01,UK,silver,29.02
USR-000342,Tammy,Harrington,beckymack@example.com,(484)564-2018x190,22676,2021-08-12,DE,bronze,36.65
USR-000343,Nicholas,Bailey,sullivanalfred@example.net,875-907-5192,62519,2024-10-09,US,platinum,90.6
USR-000344,Leah,Ramirez,mccluredeborah@example.net,(984)439-6568,01832,2022-04-24,DE,platinum,107.56
USR-000345,Adam,Bruce,bmiller@example.org,(953)647-6414x4271,44687,2022-09-10,CA,bronze,27.25
USR-000346,Michelle,Cox,michael80@example.org,(790)869-5473,33829,2022-04-12,FR,silver,126.31
USR-000347,Shane,Taylor,james10@example.net,6988245081,87665,2023-02-01,FR,bronze,101.09
USR-000348,Blake,Huff,ssmith@example.org,606.302.2525x5313,59497,2023-09-16,FR,silver,52.81
USR-000349,Victoria,Payne,kevin17@example.com,401-363-7905x848,58908,2022-07-17,DE,gold,94.54
USR-000350,James,Fischer,gmontgomery@example.org,001-882-996-5612x06464,49787,2022-11-25,US,platinum,73.3
USR-000351,Angela,Kelly,markwilliams@example.com,(401)843-9992x570,16204,2021-08-23,UK,gold,15.98
USR-000352,Abigail,Fuller,kingallison@example.org,252-703-2865x91819,24837,2024-04-02,CA,bronze,12.31
USR-000353,Jamie,Jacobs,hornmatthew@example.org,(973)908-3038x84016,53172,2024-07-25,FR,silver,64.06
USR-000354,Heather,Pitts,navarromark@example.com,797-609-5744,03712,2025-11-07,UK,gold,162.46
USR-000355,Brittany,Mcneil,prestonjohn@example.com,(973)484-3155x67695,74320,2023-06-28,DE,platinum,16.79
USR-000356,Jillian,Perez,qrobinson@example.org,303.591.9056x6514,40896,2022-07-23,CA,bronze,148.47
USR-000357,Patricia,Sanders,edwardray@example.net,468.616.0519x170,24891,2025-12-06,DE,silver,66.53
USR-000358,Ronald,Allen,jessica37@example.org,+1-301-531-8434,45649,2025-11-25,UK,silver,66.32
USR-000359,Timothy,Wilson,jbrady@example.com,511-647-6207,60959,2024-04-18,UK,silver,267.84
USR-000360,Norma,Christensen,larry45@example.com,(547)931-1688x59266,84005,2025-03-26,US,platinum,80.68
USR-000361,Alexander,Oneill,jeffrey30@example.org,685-378-1656x0880,67119,2025-01-08,DE,bronze,41.2
USR-000362,Benjamin,Dodson,juangould@example.net,(888)226-1734,71949,2023-11-21,UK,silver,82.96
USR-000363,Kathryn,Hamilton,christianelliott@example.net,281-637-2293,44981,2021-08-20,FR,bronze,9.45
USR-000364,Jermaine,Parsons,joshuarodriguez@example.org,(547)564-9273x8681,95929,2023-12-23,UK,silver,327.27
USR-000365,David,Hale,xpacheco@example.net,581-255-3925,23426,2022-01-16,US,gold,88.14
USR-000366,Raymond,Brown,pearsonjohn@example.com,678-276-0287,62377,2022-05-27,US,silver,45.01
USR-000367,Robin,Jennings,smithheather@example.org,001-516-978-1288,80400,2024-10-08,DE,bronze,21.33
USR-000368,Carolyn,Fernandez,shellycowan@example.net,(527)781-4695,32624,2025-09-27,FR,bronze,71.29
USR-000369,Robert,Black,johnlevy@example.org,8724486115,30804,2026-07-27,US,platinum,29.4
USR-000370,Lisa,Price,brownbarbara@example.com,201.541.2804x4712,99759,2023-09-14,CA,platinum,68.21
USR-000371,Justin,Griffin,richard37@example.net,+1-786-317-3277x6063,93024,2022-10-20,UK,gold,119.67
USR-000372,Angela,Heath,simmonskendra@example.com,569-984-3663,97669,2025-10-10,US,bronze,47.69
USR-000373,Nathan,Norman,michael57@example.com,578.959.2945x8361,38726,2023-03-01,FR,gold,100.99
USR-000374,Nancy,Mckee,katherinetanner@example.com,8429445025,84443,2021-11-29,US,bronze,44.71
USR-000375,David,Mendoza,christineclarke@example.net,+1-581-461-0376,77715,2023-01-23,DE,platinum,46.08
USR-000376,Jeffrey,Sparks,torrestravis@example.org,+1-826-398-0865x5108,81073,2025-09-24,US,silver,109.09
USR-000377,Steven,Hooper,vcharles@example.net,493.913.2940,48623,2024-07-17,US,platinum,33.2
USR-000378,Hunter,Winters,clayrichard@example.com,(955)274-8632x810,45180,2023-07-29,UK,platinum,69.85
USR-000379,Monica,Rogers,timothy84@example.org,3967006616,25886,2026-07-09,UK,gold,406.45
USR-000380,Scott,Sullivan,kellysteele@example.com,+1-779-918-1433x697,44069,2025-11-02,CA,gold,18.33
USR-000381,Michael,Long,cruzjames@example.org,(805)233-8824x99696,72162,2025-02-14,FR,bronze,27.85
USR-000382,Melissa,Swanson,palmerkatherine@example.net,+1-604-914-0363,34592,2023-04-09,US,silver,60.82
USR-000383,Devin,Paul,veleznichole@example.com,+1-402-329-3094x431,26361,2022-12-22,DE,platinum,82.89
USR-000384,Melissa,Morris,mlawson@example.org,5722566872,50516,2024-10-21,CA,gold,30.46
USR-000385,Shelley,Bailey,scottjones@example.net,(710)541-3677x767,97937,2022-03-30,UK,bronze,40.69
USR-000386,Stephanie,Nelson,dmendoza@example.org,001-267-655-7912,44342,2022-12-03,DE,gold,54.71
USR-000387,Andrew,Martin,rachel38@example.net,826.897.6941x36674,79474,2025-12-17,FR,platinum,412.97
USR-000388,April,Mendoza,fhall@example.com,283-659-0949,38646,2022-11-26,UK,bronze,109.25
USR-000389,Joshua,Ellis,ttaylor@example.com,627-286-1095x47287,60318,2023-03-11,FR,silver,29.51
USR-000390,Christopher,Austin,huynhpatrick@example.org,378.228.0356,73878,2024-11-11,DE,platinum,27.96
USR-000391,Nathan,Simpson,usmith@example.com,(901)639-9392x567,89171,2025-08-26,CA,silver,45.61
USR-000392,Lisa,Davis,estrickland@example.net,(526)367-8616x3386,32192,2021-08-26,DE,platinum,38.07
USR-000393,James,Garner,randerson@example.net,764.509.4665x49770,52162,2023-02-01,UK,gold,66.72
USR-000394,Tamara,Pratt,tammy54@example.org,(417)562-0801,33880,2026-03-11,CA,silver,19.7
USR-000395,Frank,Smith,clarkebridget@example.org,(236)250-4568x696,10938,2024-08-10,CA,silver,279.27
USR-000396,Nancy,Lopez,dean40@example.com,857-358-4276,85914,2025-08-28,CA,bronze,40.53
USR-000397,Timothy,Olsen,lindaperez@example.com,(894)420-1844x57661,75904,2025-10-22,DE,platinum,72.76
USR-000398,Robin,Wise,simonjuan@example.org,718.441.7326,28281,2022-11-18,FR,silver,9.31
USR-000399,Yvette,Wood,juan12@example.net,6382467264,10479,2025-12-19,DE,platinum,64.15
USR-000400,Sherry,Molina,janicedixon@example.net,843-453-5425,70355,2024-12-11,DE,platinum,71.72
USR-000401,Roberto,Adkins,crawfordveronica@example.org,001-738-247-5134x07491,49561,2025-02-04,DE,bronze,36.31
USR-000402,Amanda,Novak,brett55@example.com,(951)520-6906x11959,84279,2023-10-20,FR,silver,93.18
USR-000403,Mark,Gibbs,davidnichols@example.com,439-544-2805x4009,14586,2024-06-23,CA,silver,29.67
USR-000404,Sarah,Williams,pcastro@example.org,739-700-3432x92620,93430,2023-06-10,US,bronze,22.21
USR-000405,Michael,Hebert,gfuentes@example.com,+1-675-565-7833x939,09891,2021-09-30,DE,platinum,13.15
USR-000406,Evelyn,Miller,kathleen87@example.net,(980)595-7283,02089,2025-01-05,US,gold,163.95
USR-000407,Charles,Morrison,ocervantes@example.net,001-484-760-7456,89487,2025-05-02,US,gold,123.76
USR-000408,Danielle,Smith,rhondawest@example.net,+1-987-758-7509x8020,87403,2026-02-18,CA,gold,26.03
USR-000409,Brandon,Morales,tannertina@example.org,001-406-248-4773,20036,2023-02-03,FR,platinum,148.58
USR-000410,Laura,Summers,alexander73@example.net,497-218-9011,99760,2022-07-31,US,platinum,207.24
USR-000411,Raymond,Browning,mosschristine@example.net,526-716-6647x107,24480,2023-10-26,DE,gold,139.89
USR-000412,Robert,Taylor,stephensdaniel@example.net,001-230-201-6183x21529,65026,2023-01-29,CA,bronze,56.68
USR-000413,Lindsay,Reyes,rdawson@example.org,8869042831,18889,2022-08-30,CA,bronze,67.38
USR-000414,Melissa,Turner,valerie71@example.org,(306)606-7377x8892,16524,2024-04-26,DE,platinum,126.51
USR-000415,Benjamin,Stevens,gordonjonathan@example.net,+1-901-817-0564,97520,2023-04-04,FR,gold,69.32
USR-000416,Crystal,Gibson,shannon03@example.net,267.559.4791,97793,2025-09-22,CA,bronze,273.85
USR-000417,Timothy,Campbell,nedwards@example.org,+1-604-453-3430,03914,2025-07-16,DE,silver,75.59
USR-000418,Melinda,Smith,philiphammond@example.com,347-353-9641x63825,62249,2025-11-14,US,platinum,73.87
USR-000419,Donald,Andersen,briancameron@example.com,821.372.6330x80480,14566,2022-06-07,FR,platinum,327.37
USR-000420,Michael,Smith,jacqueline30@example.com,377-921-1271x68109,54970,2026-02-07,UK,bronze,12.98
USR-000421,Terri,Durham,christopherhernandez@example.com,637.811.0706x8686,97255,2025-10-05,UK,platinum,14.97
USR-000422,Craig,Kennedy,michaellawson@example.com,(989)953-7425x25776,99250,2022-09-15,UK,silver,50.79
USR-000423,Maria,Brooks,ysims@example.org,723.270.1409,89483,2023-10-20,DE,bronze,53.63
USR-000424,Debbie,Jones,oliversonya@example.net,+1-732-730-4772x59611,90507,2025-01-09,US,platinum,174.97
USR-000425,Michele,Hall,christopher29@example.net,001-206-728-8156x60309,11491,2024-10-18,CA,platinum,12.12
USR-000426,Jason,Galvan,lisa36@example.org,368-808-7793x47244,61287,2023-07-17,CA,bronze,24.08
USR-000427,Clinton,Herrera,john96@example.com,442.793.2683x4870,14164,2023-09-15,FR,bronze,72.92
USR-000428,Gary,Mckinney,hawkinsmichael@example.net,(762)377-3312,17623,2024-12-14,CA,silver,50.55
USR-000429,Stephanie,Castro,zlong@example.org,404-619-7447x652,53052,2025-10-29,CA,gold,120.03
USR-000430,Richard,Yates,gutierrezgregory@example.com,(217)713-5284x547,01432,2024-09-24,DE,gold,29.32
USR-000431,Michael,Wilkerson,felicia80@example.com,(864)287-8413x83127,65434,2024-04-12,DE,platinum,40.23
USR-000432,Jimmy,Bell,amber24@example.com,(548)681-6035,14641,2024-01-15,US,platinum,47.25
USR-000433,Isabel,Gomez,qrodriguez@example.org,391-401-4739,76126,2024-02-19,FR,bronze,180.34
USR-000434,Denise,Shepard,april48@example.net,3127771277,50986,2024-11-02,FR,gold,59.76
USR-000435,Wendy,Lee,whitakercody@example.com,447-294-0803x0892,53238,2022-11-28,UK,gold,62.77
USR-000436,Collin,Williamson,vnguyen@example.com,8297376452,73258,2023-11-13,US,gold,21.77
USR-000437,David,Smith,johnjohns@example.com,(226)200-8059x80188,92120,2022-11-03,US,gold,166.21
USR-000438,Aaron,Pennington,imedina@example.com,472.420.3071x08169,27379,2025-12-20,UK,platinum,77.29
USR-000439,Brittany,Gray,xjackson@example.com,951-498-0702,81719,2024-12-01,US,platinum,13.78
USR-000440,Marie,Neal,melinda28@example.com,958.634.9263,81210,2023-03-22,DE,bronze,5.51
USR-000441,Chelsea,Brown,kelseyfrancis@example.org,(358)885-7283x463,11202,2024-11-30,US,gold,36.37
USR-000442,Anthony,Morris,bdiaz@example.net,+1-929-761-4990x9416,82711,2024-11-23,FR,gold,80.21
USR-000443,Denise,Lopez,hillmelissa@example.net,718-691-7284,70760,2025-04-18,US,bronze,107.68
USR-000444,Joseph,Scott,johnstongrant@example.org,+1-286-258-0720,47096,2023-11-20,DE,silver,264.28
USR-000445,Andrew,Hudson,nmitchell@example.net,+1-657-852-9255x56808,79116,2025-03-31,US,silver,70.15
USR-000446,Aaron,Morgan,andersonjason@example.org,224-894-7002x519,85812,2023-11-05,FR,platinum,81.04
USR-000447,Don,Benson,xwilliams@example.com,001-572-748-7747x630,58103,2022-04-06,US,platinum,57.59
USR-000448,Amanda,Johnson,trevinoemily@example.org,001-463-447-4180x420,26028,2021-09-05,DE,gold,9.49
USR-000449,Kimberly,Elliott,stephen36@example.net,001-728-876-5755x52586,71359,2023-05-27,US,platinum,30.06
USR-000450,Jenny,Simmons,gadams@example.com,626.848.7130x00255,84527,2022-12-05,FR,silver,35.97
USR-000451,Melinda,Allen,whowell@example.org,001-648-744-7041,05118,2023-03-31,CA,bronze,295.98
USR-000452,Julie,Lewis,timothysimmons@example.com,+1-711-781-9613x8759,74405,2022-12-31,DE,gold,52.49
USR-000453,Gregory,Warren,ortegajohn@example.net,(241)399-7711,94063,2025-01-26,FR,platinum,125.37
USR-000454,Scott,Bowers,shelley36@example.org,589-809-8592x714,75663,2025-06-14,FR,bronze,68.55
USR-000455,Thomas,Lutz,tanyatorres@example.com,(888)693-8616x1877,95813,2023-03-09,UK,silver,24.23
USR-000456,Emily,Fernandez,christophermontgomery@example.net,721-979-0053x12605,39716,2021-11-29,CA,platinum,44.37
USR-000457,Rebecca,Cooley,sara95@example.net,001-976-595-5912x68130,59617,2025-12-08,FR,gold,65.91
USR-000458,Daniel,Meyer,michaelsellers@example.org,(234)459-2325,38377,2023-05-04,UK,silver,100.58
USR-000459,Mary,Jones,cannonvictoria@example.net,943.251.4928x632,20667,2022-08-18,US,bronze,69.63
USR-000460,Steven,Walters,andersonjulia@example.org,(807)563-4433x4602,32697,2025-03-23,UK,platinum,223.0
USR-000461,Raymond,Jones,llittle@example.net,+1-470-525-2151x43517,88129,2023-07-05,CA,silver,25.28
USR-000462,William,Williams,amanda26@example.org,+1-223-854-7224x0553,10575,2026-05-30,UK,gold,17.29
USR-000463,Victoria,Salazar,adamsdiana@example.net,(275)723-4087,55397,2024-05-31,US,silver,15.17
USR-000464,Rachel,Riddle,jefferydiaz@example.com,(938)659-8182x8439,69952,2025-07-21,FR,gold,125.93
USR-000465,Bethany,Williams,jennifer73@example.org,707.292.6609x40447,13947,2023-11-17,DE,platinum,20.94
USR-000466,Leonard,Cook,ureed@example.net,+1-490-665-8697x223,24314,2021-10-23,CA,gold,114.44
USR-000467,John,Brown,hannahandrews@example.org,(497)813-6359x11420,14763,2022-04-09,US,gold,82.69
USR-000468,Drew,Moore,wshelton@example.org,602-545-4224x922,03431,2022-05-06,FR,gold,16.57
USR-000469,Heather,Schroeder,smithcolin@example.org,389.528.2435x097,44495,2022-10-02,FR,platinum,56.12
USR-000470,Evan,Morris,fwilson@example.com,(294)984-6764,60580,2024-07-02,US,platinum,27.83
USR-000471,Michael,Bennett,adam30@example.net,309.706.3360x273,55953,2023-12-14,CA,platinum,122.5
USR-000472,Jennifer,Fisher,xreese@example.org,(429)624-5989x77738,25961,2026-05-02,CA,bronze,81.24
USR-000473,Eric,Ramirez,brookemartin@example.org,833.481.3852x23590,64116,2025-01-04,US,bronze,44.09
USR-000474,Kelsey,Hensley,samantha01@example.com,212-545-2292x4567,75904,2025-02-18,UK,gold,28.22
USR-000475,Rebecca,Terry,austin62@example.net,+1-933-774-1535x833,82308,2021-12-31,DE,gold,77.3
USR-000476,Rebecca,Howe,petersonkathryn@example.net,+1-445-587-5950x8257,24343,2025-04-22,UK,silver,199.75
USR-000477,Erin,Smith,asmith@example.org,+1-969-748-4674,22545,2025-04-26,CA,platinum,57.63
USR-000478,Corey,Kelley,stephanie65@example.org,+1-469-722-7025,83750,2024-12-10,DE,gold,32.63
USR-000479,Joseph,Garrett,reesebryan@example.com,(662)241-2667x680,97359,2023-03-02,FR,silver,20.37
USR-000480,Richard,Webb,jamesunderwood@example.org,553-620-6543x2614,08189,2025-01-29,FR,gold,34.24
USR-000481,Rebecca,Randall,timothyreed@example.net,731-509-1568x309,95738,2026-06-11,FR,bronze,68.67
USR-000482,Christian,Huerta,victoriamartin@example.com,697-447-8706x764,66857,2023-09-02,FR,platinum,38.03
USR-000483,Sharon,Hall,vmcgrath@example.org,781.801.0124x480,79930,2024-10-20,CA,gold,106.95
USR-000484,Sherri,Garcia,lparker@example.net,4045491007,90640,2021-12-16,DE,silver,222.8
USR-000485,Mary,Carter,yvettecampbell@example.net,206.940.4121,05757,2024-12-16,UK,silver,11.98
USR-000486,Joshua,Faulkner,johnsonmichael@example.org,815.888.7850,02522,2025-06-16,US,gold,89.7
USR-000487,Sean,Patrick,adamsjoseph@example.org,(215)460-9514x277,09025,2023-04-26,CA,platinum,18.95
USR-000488,Jerry,Price,oconnelldavid@example.org,001-262-871-4359x341,14268,2024-11-02,CA,gold,58.35
USR-000489,Robert,Nguyen,stephanie72@example.com,(431)707-3712x207,96663,2021-10-05,US,gold,43.85
USR-000490,Deborah,Torres,kevinsmith@example.net,(509)369-2533x60109,77935,2026-07-09,DE,platinum,54.94
USR-000491,Sherry,Thornton,kendra09@example.net,+1-381-729-7192x28874,93559,2024-07-23,UK,silver,73.67
USR-000492,Rebecca,Dean,joseph34@example.net,602-366-4273x86966,11381,2021-10-15,CA,bronze,29.34
USR-000493,Chad,Cannon,hollymcdonald@example.com,806.977.7983,60633,2024-02-21,UK,platinum,12.75
USR-000494,Alexander,Smith,johnbrown@example.net,451.233.1579,74153,2022-07-03,FR,bronze,43.03
USR-000495,John,Reynolds,poolepaul@example.org,8172295126,89889,2024-05-31,UK,bronze,18.23
USR-000496,Michelle,Tapia,fparsons@example.org,+1-840-939-0927,28858,2025-05-22,UK,platinum,60.94
USR-000497,Andrew,Rice,pamelaclark@example.net,+1-250-266-6760x550,45033,2025-10-05,DE,gold,95.99
USR-000498,Brandon,Franklin,bradleygarrett@example.org,(609)380-5564x419,17121,2022-11-28,US,gold,51.78
USR-000499,Robert,Long,alexander29@example.net,001-599-807-6191x81498,65160,2024-03-18,DE,bronze,83.42
USR-000500,Chelsea,Young,colejoshua@example.net,617-567-5500,65212,2023-04-19,FR,platinum,36.85
USR-000501,Monica,Rojas,cooksean@example.net,+1-522-895-0838x60390,65473,2023-01-21,UK,platinum,67.94
USR-000502,Ruben,Jefferson,xkennedy@example.org,001-351-453-4743x92708,07935,2023-11-23,DE,bronze,60.52
USR-000503,Bradley,Serrano,clarkamber@example.org,303-820-8234,01763,2024-08-03,UK,platinum,18.05
USR-000504,Christina,Ray,tracy88@example.com,666-619-0764,79042,2021-11-03,DE,platinum,58.73
USR-000505,Jeffrey,Lawrence,brobbins@example.net,(722)677-2610,85459,2025-07-24,DE,bronze,23.0
USR-000506,Stacey,Jackson,lsmith@example.net,+1-846-655-9218x9568,82389,2024-06-25,US,bronze,61.41
USR-000507,Jeff,Lee,wkrause@example.org,+1-618-602-3848x761,33926,2022-09-20,FR,gold,47.58
